period,mean_power,25th_percentile,75th_percentile
Nuit (0h-6h),0.004420989522325845,0.0036768134396847683,0.00510426365751855
Matin (6h-12h),0.01134975505050243,0.005579182809049494,0.017178167104414346
Après-midi (12h-18h),0.009750322462749955,0.0050138681692642115,0.013887424535089284
Soirée (18h-24h),0.006856077743255388,0.004567500999240269,0.008473043051624968
Journée entière,0.008094076543622715,0.004308245391845447,0.010180217205855255
