period,mean_power,25th_percentile,75th_percentile
Nuit (0h-6h),0.004796573270301684,0.004013593076200457,0.005536876826816435
Matin (6h-12h),0.012166103817149006,0.0060105078117172195,0.018054855226055447
Après-midi (12h-18h),0.01058467407687548,0.005649375114785755,0.014997347888717347
Soirée (18h-24h),0.0076301377765842435,0.005102201809771531,0.009483893335336996
Journée entière,0.008794372235227603,0.00474587044866274,0.011047462544345694
